cnt_idx	ref_token	ref_kind	source_column	line_no
CNT-IDX-0000207	65	NUM	p002-c00	32
CNT-IDX-0000207	98	NUM	p002-c00	32
CNT-IDX-0000208	66	NUM	p002-c00	33
CNT-IDX-0000208	2	NUM	p002-c00	33
CNT-IDX-0000209	52	NUM	p002-c00	34
CNT-IDX-0000209	71	NUM	p002-c00	34
CNT-IDX-0000210	52	NUM	p002-c00	35
CNT-IDX-0000210	72	NUM	p002-c00	35
CNT-IDX-0000211	52	NUM	p002-c00	36
CNT-IDX-0000211	72	NUM	p002-c00	36
CNT-IDX-0000211	°	MARK	p002-c00	36
CNT-IDX-0000212	52	NUM	p002-c00	37
CNT-IDX-0000212	73	NUM	p002-c00	37
CNT-IDX-0000213	52	NUM	p002-c00	38
CNT-IDX-0000213	70	NUM	p002-c00	38
CNT-IDX-0000214	22	NUM	p002-c00	39
CNT-IDX-0000214	99	NUM	p002-c00	39
CNT-IDX-0000215	27	NUM	p002-c00	40
CNT-IDX-0000215	89	NUM	p002-c00	40
CNT-IDX-0000216	29	NUM	p002-c00	41
CNT-IDX-0000216	16	NUM	p002-c00	41
CNT-IDX-0000217	37	NUM	p002-c00	42
CNT-IDX-0000217	90	NUM	p002-c00	42
CNT-IDX-0000218	26	NUM	p002-c00	43
CNT-IDX-0000218	18	NUM	p002-c00	43
CNT-IDX-0000219	26	NUM	p002-c00	44
CNT-IDX-0000219	14	NUM	p002-c00	44
CNT-IDX-0000220	30	NUM	p002-c00	46
CNT-IDX-0000220	64	NUM	p002-c00	46
CNT-IDX-0000221	30	NUM	p002-c00	47
CNT-IDX-0000221	£0.	OTHER	p002-c00	47
CNT-IDX-0000222	30	NUM	p002-c00	48
CNT-IDX-0000222	46	NUM	p002-c00	48
CNT-IDX-0000223	80	NUM	p002-c00	49
CNT-IDX-0000223	39"	OTHER	p002-c00	49
CNT-IDX-0000224	34	NUM	p002-c00	50
CNT-IDX-0000224	88	NUM	p002-c00	50
CNT-IDX-0000225	51	NUM	p002-c00	51
CNT-IDX-0000225	35	NUM	p002-c00	51
CNT-IDX-0000226	25	NUM	p002-c00	52
CNT-IDX-0000226	17	NUM	p002-c00	52
CNT-IDX-0000227	25	NUM	p002-c00	53
CNT-IDX-0000227	11	NUM	p002-c00	53
CNT-IDX-0000228	43	NUM	p002-c00	54
CNT-IDX-0000228	77	NUM	p002-c00	54
CNT-IDX-0000229	43	NUM	p002-c00	55
CNT-IDX-0000229	76	NUM	p002-c00	55
CNT-IDX-0000230	23	NUM	p002-c00	56
CNT-IDX-0000230	28	NUM	p002-c00	56
CNT-IDX-0000231	23	NUM	p002-c00	57
CNT-IDX-0000231	14	NUM	p002-c00	57
CNT-IDX-0000232	20	NUM	p002-c00	58
CNT-IDX-0000232	10	NUM	p002-c00	58
CNT-IDX-0000233	53	NUM	p002-c00	59
CNT-IDX-0000233	56	NUM	p002-c00	59
CNT-IDX-0000234	47	NUM	p002-c00	60
CNT-IDX-0000234	6	NUM	p002-c00	60
CNT-IDX-0000235	31	NUM	p002-c00	61
CNT-IDX-0000235	65	NUM	p002-c00	61
CNT-IDX-0000236	2	NUM	p002-c00	62
CNT-IDX-0000236	99	NUM	p002-c00	62
CNT-IDX-0000236	°	MARK	p002-c00	62
CNT-IDX-0000237	21	NUM	p002-c00	63
CNT-IDX-0000237	73	NUM	p002-c00	63
CNT-IDX-0000237	;	SEP	p002-c00	63
CNT-IDX-0000238	122	NUM	p002-c00	65
CNT-IDX-0000238	208.	OTHER	p002-c00	65
CNT-IDX-0000239	25	NUM	p002-c00	66
CNT-IDX-0000239	89	NUM	p002-c00	66
CNT-IDX-0000240	80	NUM	p002-c00	67
CNT-IDX-0000240	75	NUM	p002-c00	67
CNT-IDX-0000241	63	NUM	p002-c00	68
CNT-IDX-0000241	85?	OTHER	p002-c00	68
CNT-IDX-0000242	83	NUM	p002-c00	69
CNT-IDX-0000242	13	NUM	p002-c00	69
CNT-IDX-0000243	64	NUM	p002-c00	70
CNT-IDX-0000243	45	NUM	p002-c00	70
CNT-IDX-0000244	64	NUM	p002-c00	71
CNT-IDX-0000244	27	NUM	p002-c00	71
CNT-IDX-0000245	33	NUM	p002-c00	72
CNT-IDX-0000245	87	NUM	p002-c00	72
CNT-IDX-0000246	93	NUM	p002-c00	73
CNT-IDX-0000246	15	NUM	p002-c00	73
CNT-IDX-0000247	32	NUM	p002-c00	74
CNT-IDX-0000247	65	NUM	p002-c00	74
CNT-IDX-0000248	36	NUM	p002-c01	2
CNT-IDX-0000248	19	NUM	p002-c01	2
CNT-IDX-0000248	ad	OTHER	p002-c01	2
CNT-IDX-0000249	29	NUM	p002-c01	3
CNT-IDX-0000249	54	NUM	p002-c01	3
CNT-IDX-0000249	ad	OTHER	p002-c01	3
CNT-IDX-0000250	23	NUM	p002-c01	5
CNT-IDX-0000250	102	NUM	p002-c01	5
CNT-IDX-0000250	ad	OTHER	p002-c01	5
CNT-IDX-0000251	65	NUM	p002-c01	6
CNT-IDX-0000251	50	NUM	p002-c01	6
CNT-IDX-0000251	*	MARK	p002-c01	6
CNT-IDX-0000251	ad	OTHER	p002-c01	6
CNT-IDX-0000252	23	NUM	p002-c01	7
CNT-IDX-0000252	57	NUM	p002-c01	7
CNT-IDX-0000252	ad	OTHER	p002-c01	7
CNT-IDX-0000253	7	NUM	p002-c01	8
CNT-IDX-0000253	17	NUM	p002-c01	8
CNT-IDX-0000253	ad	OTHER	p002-c01	8
CNT-IDX-0000254	23	NUM	p002-c01	9
CNT-IDX-0000254	71	NUM	p002-c01	9
CNT-IDX-0000254	ad	OTHER	p002-c01	9
CNT-IDX-0000255	29	NUM	p002-c01	10
CNT-IDX-0000255	58	NUM	p002-c01	10
CNT-IDX-0000255	ad	OTHER	p002-c01	10
CNT-IDX-0000256	29	NUM	p002-c01	11
CNT-IDX-0000256	6.	OTHER	p002-c01	11
CNT-IDX-0000256	ad	OTHER	p002-c01	11
CNT-IDX-0000257	24	NUM	p002-c01	12
CNT-IDX-0000257	14	NUM	p002-c01	12
CNT-IDX-0000257	ad	OTHER	p002-c01	12
CNT-IDX-0000258	24	NUM	p002-c01	13
CNT-IDX-0000258	4	NUM	p002-c01	13
CNT-IDX-0000258	ad	OTHER	p002-c01	13
CNT-IDX-0000259	19	NUM	p002-c01	14
CNT-IDX-0000259	93	NUM	p002-c01	14
CNT-IDX-0000259	ad	OTHER	p002-c01	14
CNT-IDX-0000260	57	NUM	p002-c01	15
CNT-IDX-0000260	72	NUM	p002-c01	15
CNT-IDX-0000260	ad	OTHER	p002-c01	15
CNT-IDX-0000261	63	NUM	p002-c01	16
CNT-IDX-0000261	56	NUM	p002-c01	16
CNT-IDX-0000261	(ad	OTHER	p002-c01	16
CNT-IDX-0000262	94	NUM	p002-c01	17
CNT-IDX-0000262	28	NUM	p002-c01	17
CNT-IDX-0000262	ad	OTHER	p002-c01	17
CNT-IDX-0000263	96	NUM	p002-c01	18
CNT-IDX-0000263	35?	OTHER	p002-c01	18
CNT-IDX-0000263	ad	OTHER	p002-c01	18
CNT-IDX-0000264	26	NUM	p002-c01	19
CNT-IDX-0000264	35	NUM	p002-c01	19
CNT-IDX-0000264	*	MARK	p002-c01	19
CNT-IDX-0000264	ad	OTHER	p002-c01	19
CNT-IDX-0000265	71	NUM	p002-c01	20
CNT-IDX-0000265	31	NUM	p002-c01	20
CNT-IDX-0000265	ad	OTHER	p002-c01	20
CNT-IDX-0000266	71	NUM	p002-c01	21
CNT-IDX-0000266	31	NUM	p002-c01	21
CNT-IDX-0000266	*	MARK	p002-c01	21
CNT-IDX-0000266	ad	OTHER	p002-c01	21
CNT-IDX-0000267	2	NUM	p002-c01	22
CNT-IDX-0000267	37	NUM	p002-c01	22
CNT-IDX-0000267	ad	OTHER	p002-c01	22
CNT-IDX-0000268	29	NUM	p002-c01	23
CNT-IDX-0000268	24	NUM	p002-c01	23
CNT-IDX-0000268	“ad:	OTHER	p002-c01	23
CNT-IDX-0000269	29	NUM	p002-c01	24
CNT-IDX-0000269	31	NUM	p002-c01	24
CNT-IDX-0000269	ad	OTHER	p002-c01	24
CNT-IDX-0000270	27	NUM	p002-c01	25
CNT-IDX-0000270	93	NUM	p002-c01	25
CNT-IDX-0000270	ad	OTHER	p002-c01	25
CNT-IDX-0000271	128	NUM	p002-c01	26
CNT-IDX-0000271	46	NUM	p002-c01	26
CNT-IDX-0000271	ad	OTHER	p002-c01	26
CNT-IDX-0000272	31	NUM	p002-c01	27
CNT-IDX-0000272	25	NUM	p002-c01	27
CNT-IDX-0000272	(ad	OTHER	p002-c01	27
CNT-IDX-0000273	31	NUM	p002-c01	28
CNT-IDX-0000273	20	NUM	p002-c01	28
CNT-IDX-0000273	ad	OTHER	p002-c01	28
CNT-IDX-0000274	128	NUM	p002-c01	29
CNT-IDX-0000274	52	NUM	p002-c01	29
CNT-IDX-0000274	Lad	OTHER	p002-c01	29
CNT-IDX-0000275	63	NUM	p002-c01	30
CNT-IDX-0000275	97	NUM	p002-c01	30
CNT-IDX-0000275	ad	OTHER	p002-c01	30
CNT-IDX-0000276	21	NUM	p002-c01	31
CNT-IDX-0000276	92	NUM	p002-c01	31
CNT-IDX-0000276	ad	OTHER	p002-c01	31
CNT-IDX-0000277	6	NUM	p002-c01	32
CNT-IDX-0000277	86	NUM	p002-c01	32
CNT-IDX-0000277	ad	OTHER	p002-c01	32
CNT-IDX-0000278	6	NUM	p002-c01	33
CNT-IDX-0000278	98	NUM	p002-c01	33
CNT-IDX-0000278	ad	OTHER	p002-c01	33
CNT-IDX-0000279	50	NUM	p002-c01	34
CNT-IDX-0000279	47?	OTHER	p002-c01	34
CNT-IDX-0000279	adi	OTHER	p002-c01	34
CNT-IDX-0000280	50	NUM	p002-c01	35
CNT-IDX-0000280	36	NUM	p002-c01	35
CNT-IDX-0000280	ad	OTHER	p002-c01	35
CNT-IDX-0000281	21	NUM	p002-c01	36
CNT-IDX-0000281	20	NUM	p002-c01	36
CNT-IDX-0000281	ad	OTHER	p002-c01	36
CNT-IDX-0000282	30	NUM	p002-c01	38
CNT-IDX-0000282	5	NUM	p002-c01	38
CNT-IDX-0000282	ad	OTHER	p002-c01	38
CNT-IDX-0000283	57	NUM	p002-c01	39
CNT-IDX-0000283	26	NUM	p002-c01	39
CNT-IDX-0000283	ad	OTHER	p002-c01	39
CNT-IDX-0000284	34	NUM	p002-c01	40
CNT-IDX-0000284	£4	OTHER	p002-c01	40
CNT-IDX-0000284	ad	OTHER	p002-c01	40
CNT-IDX-0000285	65	NUM	p002-c01	41
CNT-IDX-0000285	62	NUM	p002-c01	41
CNT-IDX-0000285	ad	OTHER	p002-c01	41
CNT-IDX-0000286	50	NUM	p002-c01	42
CNT-IDX-0000286	27	NUM	p002-c01	42
CNT-IDX-0000286	ad	OTHER	p002-c01	42
CNT-IDX-0000287	50	NUM	p002-c01	43
CNT-IDX-0000287	52	NUM	p002-c01	43
CNT-IDX-0000287	(ad	OTHER	p002-c01	43
CNT-IDX-0000288	46	NUM	p002-c01	44
CNT-IDX-0000288	75	NUM	p002-c01	44
CNT-IDX-0000288	(ad	OTHER	p002-c01	44
CNT-IDX-0000289	64	NUM	p002-c01	46
CNT-IDX-0000289	96	NUM	p002-c01	46
CNT-IDX-0000289	ad	OTHER	p002-c01	46
CNT-IDX-0000290	64	NUM	p002-c01	47
CNT-IDX-0000290	91	NUM	p002-c01	47
CNT-IDX-0000290	ad	OTHER	p002-c01	47
CNT-IDX-0000291	53	NUM	p002-c01	49
CNT-IDX-0000291	95	NUM	p002-c01	49
CNT-IDX-0000291	ad	OTHER	p002-c01	49
CNT-IDX-0000292	24	NUM	p002-c01	50
CNT-IDX-0000292	49	NUM	p002-c01	50
CNT-IDX-0000292	^	MARK	p002-c01	50
CNT-IDX-0000292	ad	OTHER	p002-c01	50
CNT-IDX-0000293	24	NUM	p002-c01	51
CNT-IDX-0000293	40	NUM	p002-c01	51
CNT-IDX-0000293	ad:	OTHER	p002-c01	51
CNT-IDX-0000294	54	NUM	p002-c01	52
CNT-IDX-0000294	83?	OTHER	p002-c01	52
CNT-IDX-0000294	ads	OTHER	p002-c01	52
CNT-IDX-0000295	24	NUM	p002-c01	54
CNT-IDX-0000295	61	NUM	p002-c01	54
CNT-IDX-0000295	ad	OTHER	p002-c01	54
CNT-IDX-0000296	24	NUM	p002-c01	55
CNT-IDX-0000296	69	NUM	p002-c01	55
CNT-IDX-0000296	ad	OTHER	p002-c01	55
CNT-IDX-0000297	54	NUM	p002-c01	56
CNT-IDX-0000297	83?	OTHER	p002-c01	56
CNT-IDX-0000297	ad	OTHER	p002-c01	56
CNT-IDX-0000298	54	NUM	p002-c01	57
CNT-IDX-0000298	85?	OTHER	p002-c01	57
CNT-IDX-0000298	ad	OTHER	p002-c01	57
CNT-IDX-0000299	65	NUM	p002-c01	58
CNT-IDX-0000299	10	NUM	p002-c01	58
CNT-IDX-0000299	ad	OTHER	p002-c01	58
CNT-IDX-0000300	64	NUM	p002-c01	59
CNT-IDX-0000300	98	NUM	p002-c01	59
CNT-IDX-0000300	ad	OTHER	p002-c01	59
CNT-IDX-0000301	65	NUM	p002-c01	60
CNT-IDX-0000301	4	NUM	p002-c01	60
CNT-IDX-0000302	65	NUM	p002-c01	61
CNT-IDX-0000302	50	NUM	p002-c01	61
CNT-IDX-0000302	ad	OTHER	p002-c01	61
CNT-IDX-0000303	65	NUM	p002-c01	62
CNT-IDX-0000303	16	NUM	p002-c01	62
CNT-IDX-0000303	ad	OTHER	p002-c01	62
CNT-IDX-0000304	65	NUM	p002-c01	63
CNT-IDX-0000304	23	NUM	p002-c01	63
CNT-IDX-0000305	27	NUM	p002-c01	64
CNT-IDX-0000305	9-4	OTHER	p002-c01	64
CNT-IDX-0000305	ad	OTHER	p002-c01	64
CNT-IDX-0000306	95	NUM	p002-c01	65
CNT-IDX-0000306	50	NUM	p002-c01	65
CNT-IDX-0000306	ad	OTHER	p002-c01	65
CNT-IDX-0000307	93	NUM	p002-c01	66
CNT-IDX-0000307	52	NUM	p002-c01	66
CNT-IDX-0000307	ad	OTHER	p002-c01	66
CNT-IDX-0000308	95	NUM	p002-c01	67
CNT-IDX-0000308	51	NUM	p002-c01	67
CNT-IDX-0000308	ad:	OTHER	p002-c01	67
CNT-IDX-0000309	47	NUM	p002-c01	68
CNT-IDX-0000309	11	NUM	p002-c01	68
CNT-IDX-0000309	ad	OTHER	p002-c01	68
CNT-IDX-0000310	47	NUM	p002-c01	69
CNT-IDX-0000310	14	NUM	p002-c01	69
CNT-IDX-0000310	ad	OTHER	p002-c01	69
CNT-IDX-0000311	47	NUM	p002-c01	70
CNT-IDX-0000311	13	NUM	p002-c01	70
CNT-IDX-0000311	ad	OTHER	p002-c01	70
CNT-IDX-0000312	47	NUM	p002-c01	71
CNT-IDX-0000312	12	NUM	p002-c01	71
CNT-IDX-0000312	-	OTHER	p002-c01	71
CNT-IDX-0000312	ad	OTHER	p002-c01	71
CNT-IDX-0000313	32	NUM	p002-c01	72
CNT-IDX-0000313	73	NUM	p002-c01	72
CNT-IDX-0000313	ad	OTHER	p002-c01	72
CNT-IDX-0000314	21	NUM	p002-c01	73
CNT-IDX-0000314	10	NUM	p002-c01	73
CNT-IDX-0000314	ad	OTHER	p002-c01	73
CNT-IDX-0000314	;	SEP	p002-c01	73
CNT-IDX-0000315	32	NUM	p002-c01	74
CNT-IDX-0000315	79	NUM	p002-c01	74
CNT-IDX-0000315	ae	OTHER	p002-c01	74
CNT-IDX-0000316	72	NUM	p002-c01	75
CNT-IDX-0000316	96	NUM	p002-c01	75
CNT-IDX-0000316	Ae	OTHER	p002-c01	75
CNT-IDX-0000317	73	NUM	p002-c01	76
CNT-IDX-0000317	2	NUM	p002-c01	76
CNT-IDX-0000317	EET	OTHER	p002-c01	76
CNT-IDX-0000318	35,18	NUMPAIR	p002-c02	1
CNT-IDX-0000318	aedien	OTHER	p002-c02	1
CNT-IDX-0000319	1	NUM	p002-c02	2
CNT-IDX-0000319	66	NUM	p002-c02	2
CNT-IDX-0000319	aedific	OTHER	p002-c02	2
CNT-IDX-0000320	75	NUM	p002-c02	3
CNT-IDX-0000320	40	NUM	p002-c02	3
CNT-IDX-0000320	;	SEP	p002-c02	3
CNT-IDX-0000320	acdific	OTHER	p002-c02	3
CNT-IDX-0000321	89	NUM	p002-c02	4
CNT-IDX-0000321	24%	OTHER	p002-c02	4
CNT-IDX-0000321	!	OTHER	p002-c02	4
CNT-IDX-0000321	aedifie	OTHER	p002-c02	4
CNT-IDX-0000322	80	NUM	p002-c02	5
CNT-IDX-0000322	12	NUM	p002-c02	5
CNT-IDX-0000322	^	MARK	p002-c02	5
CNT-IDX-0000322	aedific	OTHER	p002-c02	5
CNT-IDX-0000323	80	NUM	p002-c02	7
CNT-IDX-0000323	4	NUM	p002-c02	7
CNT-IDX-0000323	^	MARK	p002-c02	7
CNT-IDX-0000323	aedilis	OTHER	p002-c02	7
CNT-IDX-0000324	56	NUM	p002-c02	8
CNT-IDX-0000324	92	NUM	p002-c02	8
CNT-IDX-0000324	aedilis	OTHER	p002-c02	8
CNT-IDX-0000325	89	NUM	p002-c02	9
CNT-IDX-0000325	21	NUM	p002-c02	9
CNT-IDX-0000325	aedilis	OTHER	p002-c02	9
CNT-IDX-0000326	11	NUM	p002-c02	10
CNT-IDX-0000326	76	NUM	p002-c02	10
CNT-IDX-0000326	aedilis	OTHER	p002-c02	10
CNT-IDX-0000327	12	NUM	p002-c02	11
CNT-IDX-0000327	1	NUM	p002-c02	11
CNT-IDX-0000327	aedilit	OTHER	p002-c02	11
CNT-IDX-0000328	40	NUM	p002-c02	12
CNT-IDX-0000328	62	NUM	p002-c02	12
CNT-IDX-0000328	aedis	OTHER	p002-c02	12
CNT-IDX-0000329	31	NUM	p002-c02	13
CNT-IDX-0000329	46	NUM	p002-c02	13
CNT-IDX-0000329	aeditu	OTHER	p002-c02	13
CNT-IDX-0000330	80	NUM	p002-c02	15
CNT-IDX-0000330	29	NUM	p002-c02	15
CNT-IDX-0000330	aedulu	OTHER	p002-c02	15
CNT-IDX-0000331	35	NUM	p002-c02	16
CNT-IDX-0000331	15	NUM	p002-c02	16
CNT-IDX-0000331	aedus	OTHER	p002-c02	16
CNT-IDX-0000332	35	NUM	p002-c02	21
CNT-IDX-0000332	58	NUM	p002-c02	21
CNT-IDX-0000332	aegerr	OTHER	p002-c02	21
CNT-IDX-0000333	35	NUM	p002-c02	22
CNT-IDX-0000333	22	NUM	p002-c02	22
CNT-IDX-0000333	Aegias	OTHER	p002-c02	22
CNT-IDX-0000334	35	NUM	p002-c02	23
CNT-IDX-0000334	30	NUM	p002-c02	23
CNT-IDX-0000334	Aegim	OTHER	p002-c02	23
CNT-IDX-0000335	52	NUM	p002-c02	25
CNT-IDX-0000335	57	NUM	p002-c02	25
CNT-IDX-0000335	Aegim	OTHER	p002-c02	25
CNT-IDX-0000336	22	NUM	p002-c02	26
CNT-IDX-0000336	82	NUM	p002-c02	26
CNT-IDX-0000336	Aegiui	OTHER	p002-c02	26
CNT-IDX-0000337	49	NUM	p002-c02	27
CNT-IDX-0000337	77	NUM	p002-c02	27
CNT-IDX-0000337	aegres	OTHER	p002-c02	27
CNT-IDX-0000338	80	NUM	p002-c02	29
CNT-IDX-0000338	99	NUM	p002-c02	29
CNT-IDX-0000338	aegrot	OTHER	p002-c02	29
CNT-IDX-0000339	54	NUM	p002-c02	30
CNT-IDX-0000339	£	OTHER	p002-c02	30
CNT-IDX-0000339	Aegyp	OTHER	p002-c02	30
CNT-IDX-0000340	54	NUM	p002-c02	31
CNT-IDX-0000340	5	NUM	p002-c02	31
CNT-IDX-0000340	Aegyp	OTHER	p002-c02	31
CNT-IDX-0000341	54	NUM	p002-c02	32
CNT-IDX-0000341	12	NUM	p002-c02	32
CNT-IDX-0000341	Aegyp	OTHER	p002-c02	32
CNT-IDX-0000342	80	NUM	p002-c02	33
CNT-IDX-0000342	97	NUM	p002-c02	33
CNT-IDX-0000342	Aemili	OTHER	p002-c02	33
CNT-IDX-0000343	80	NUM	p002-c02	34
CNT-IDX-0000343	98	NUM	p002-c02	34
CNT-IDX-0000343	aemul.	OTHER	p002-c02	34
CNT-IDX-0000344	54	NUM	p002-c02	35
CNT-IDX-0000344	11	NUM	p002-c02	35
CNT-IDX-0000344	;	SEP	p002-c02	35
CNT-IDX-0000344	Aemul	OTHER	p002-c02	35
CNT-IDX-0000345	93	NUM	p002-c02	36
CNT-IDX-0000345	39	NUM	p002-c02	36
CNT-IDX-0000345	ajnari	OTHER	p002-c02	36
CNT-IDX-0000346	76	NUM	p002-c02	37
CNT-IDX-0000346	56	NUM	p002-c02	37
CNT-IDX-0000346	Aenea	OTHER	p002-c02	37
CNT-IDX-0000347	5	NUM	p002-c02	38
CNT-IDX-0000347	89	NUM	p002-c02	38
CNT-IDX-0000347	aenign	OTHER	p002-c02	38
CNT-IDX-0000348	102,30	NUMPAIR	p002-c02	39
CNT-IDX-0000348	24	NUM	p002-c02	39
CNT-IDX-0000349	102	NUM	p002-c02	41
CNT-IDX-0000349	31	NUM	p002-c02	41
CNT-IDX-0000349	Aénipe	OTHER	p002-c02	41
CNT-IDX-0000350	102	NUM	p002-c02	42
CNT-IDX-0000350	32	NUM	p002-c02	42
CNT-IDX-0000350	a&nipu	OTHER	p002-c02	42
CNT-IDX-0000351	6	NUM	p002-c02	43
CNT-IDX-0000351	16	NUM	p002-c02	43
CNT-IDX-0000351	aeénum	OTHER	p002-c02	43
CNT-IDX-0000352	6,17	NUMPAIR	p002-c02	44
CNT-IDX-0000352	Aeolus	OTHER	p002-c02	44
CNT-IDX-0000353	6	NUM	p002-c02	45
CNT-IDX-0000353	15	NUM	p002-c02	45
CNT-IDX-0000353	aequal	OTHER	p002-c02	45
CNT-IDX-0000354	42,3	NUMPAIR	p002-c02	46
CNT-IDX-0000354	aequal	OTHER	p002-c02	46
CNT-IDX-0000355	42	NUM	p002-c02	47
CNT-IDX-0000355	1	NUM	p002-c02	47
CNT-IDX-0000355	aequat	OTHER	p002-c02	47
CNT-IDX-0000356	20	NUM	p002-c02	48
CNT-IDX-0000356	55	NUM	p002-c02	48
CNT-IDX-0000356	Aequic	OTHER	p002-c02	48
CNT-IDX-0000357	20	NUM	p002-c02	51
CNT-IDX-0000357	65	NUM	p002-c02	51
CNT-IDX-0000357	;	SEP	p002-c02	51
CNT-IDX-0000357	91	NUM	p002-c02	51
CNT-IDX-0000357	66	NUM	p002-c02	51
CNT-IDX-0000357	aequin	OTHER	p002-c02	51
CNT-IDX-0000358	20	NUM	p002-c02	52
CNT-IDX-0000358	56	NUM	p002-c02	52
CNT-IDX-0000358	aequip	OTHER	p002-c02	52
CNT-IDX-0000359	26	NUM	p002-c02	53
CNT-IDX-0000359	5	NUM	p002-c02	53
CNT-IDX-0000359	aequo	OTHER	p002-c02	53
CNT-IDX-0000360	60	NUM	p002-c02	54
CNT-IDX-0000360	82	NUM	p002-c02	54
CNT-IDX-0000360	Áequo	OTHER	p002-c02	54
CNT-IDX-0000361	60	NUM	p002-c02	55
CNT-IDX-0000361	84	NUM	p002-c02	55
CNT-IDX-0000361	aequo:	OTHER	p002-c02	55
CNT-IDX-0000362	28	NUM	p002-c02	56
CNT-IDX-0000362	20	NUM	p002-c02	56
CNT-IDX-0000362	aequor	OTHER	p002-c02	56
CNT-IDX-0000363	28	NUM	p002-c02	57
CNT-IDX-0000363	21	NUM	p002-c02	57
CNT-IDX-0000363	acr	OTHER	p002-c02	57
CNT-IDX-0000363	68	NUM	p002-c02	57
CNT-IDX-0000364	28	NUM	p002-c02	58
CNT-IDX-0000364	7.	OTHER	p002-c02	58
CNT-IDX-0000364	19	NUM	p002-c02	58
CNT-IDX-0000364	aeracel	OTHER	p002-c02	58
CNT-IDX-0000365	122	NUM	p002-c02	60
CNT-IDX-0000365	196	NUM	p002-c02	60
CNT-IDX-0000365	aerari	OTHER	p002-c02	60
CNT-IDX-0000366	122	NUM	p002-c02	61
CNT-IDX-0000366	195	NUM	p002-c02	61
CNT-IDX-0000366	aere	OTHER	p002-c02	61
CNT-IDX-0000366	al	OTHER	p002-c02	61
CNT-IDX-0000367	12,98"	OTHER	p002-c02	62
CNT-IDX-0000367	;	SEP	p002-c02	62
CNT-IDX-0000367	60	NUM	p002-c02	62
CNT-IDX-0000367	aereun	OTHER	p002-c02	62
CNT-IDX-0000367	13	NUM	p002-c02	62
CNT-IDX-0000367	aeris	OTHER	p002-c02	62
CNT-IDX-0000367	1	NUM	p002-c02	62
CNT-IDX-0000368	122	NUM	p002-c02	64
CNT-IDX-0000368	194	NUM	p002-c02	64
CNT-IDX-0000368	aerosu	OTHER	p002-c02	64
CNT-IDX-0000369	27	NUM	p002-c02	65
CNT-IDX-0000369	98	NUM	p002-c02	65
CNT-IDX-0000369	aerugi	OTHER	p002-c02	65
CNT-IDX-0000370	69	NUM	p002-c02	66
CNT-IDX-0000370	10	NUM	p002-c02	66
CNT-IDX-0000370	aerugoa	OTHER	p002-c02	66
CNT-IDX-0000371	69	NUM	p002-c02	68
CNT-IDX-0000371	11?	OTHER	p002-c02	68
CNT-IDX-0000371	&erum)	OTHER	p002-c02	68
CNT-IDX-0000372	42	NUM	p002-c02	69
CNT-IDX-0000372	2	NUM	p002-c02	69
CNT-IDX-0000372	aes	OTHER	p002-c02	69
CNT-IDX-0000372	10	NUM	p002-c02	69
CNT-IDX-0000373	32	NUM	p002-c02	70
CNT-IDX-0000373	23	NUM	p002-c02	70
CNT-IDX-0000373	aes	OTHER	p002-c02	70
CNT-IDX-0000373	ali	OTHER	p002-c02	70
CNT-IDX-0000374	75	NUM	p002-c02	71
CNT-IDX-0000374	94	NUM	p002-c02	71
CNT-IDX-0000374	°	MARK	p002-c02	71
CNT-IDX-0000374	Aeseul	OTHER	p002-c02	71
CNT-IDX-0000375	75	NUM	p002-c02	72
CNT-IDX-0000375	84?	OTHER	p002-c02	72
CNT-IDX-0000375	Aesopi	OTHER	p002-c02	72
CNT-IDX-0000376	59	NUM	p002-c02	73
CNT-IDX-0000376	56	NUM	p002-c02	73
CNT-IDX-0000376	Aesopi	OTHER	p002-c02	73
CNT-IDX-0000376	8	NUM	p002-c02	73
CNT-IDX-0000376	75"	OTHER	p002-c02	73
CNT-IDX-0000376	aestim	OTHER	p002-c02	73
CNT-IDX-0000377	114	NUM	p002-c02	75
CNT-IDX-0000377	84	NUM	p002-c02	75
CNT-IDX-0000377	aestim	OTHER	p002-c02	75
CNT-IDX-0000378	1	NUM	p002-c02	76
CNT-IDX-0000378	70	NUM	p002-c02	76
CNT-IDX-0000378	aestiva	OTHER	p002-c02	76
CNT-IDX-0000379	81	NUM	p002-c03	2
CNT-IDX-0000379	61	NUM	p002-c03	2
CNT-IDX-0000380	81	NUM	p002-c03	3
CNT-IDX-0000380	6?	OTHER	p002-c03	3
CNT-IDX-0000381	81	NUM	p002-c03	4
CNT-IDX-0000381	63	NUM	p002-c03	4
CNT-IDX-0000382	81	NUM	p002-c03	5
CNT-IDX-0000382	62	NUM	p002-c03	5
CNT-IDX-0000383	36	NUM	p002-c03	6
CNT-IDX-0000383	55	NUM	p002-c03	6
CNT-IDX-0000383	36	NUM	p002-c03	6
CNT-IDX-0000383	53	NUM	p002-c03	6
CNT-IDX-0000384	36	NUM	p002-c03	9
CNT-IDX-0000384	27	NUM	p002-c03	9
CNT-IDX-0000385	36	NUM	p002-c03	10
CNT-IDX-0000385	56	NUM	p002-c03	10
CNT-IDX-0000386	36	NUM	p002-c03	11
CNT-IDX-0000386	58	NUM	p002-c03	11
CNT-IDX-0000387	36	NUM	p002-c03	12
CNT-IDX-0000387	54	NUM	p002-c03	12
CNT-IDX-0000387	31	NUM	p002-c03	12
